-1.861331241,-2.991682765
-2.17009237,-3.292317782
-1.014080969,0.38579499
-2.912942536,-2.579539167
0.035720735,-0.799697919
2.483509421,1.550806091
-0.557616974,1.844299967
1.108422549,3.089071693
0.362326849,-2.019124527
2.709714097,1.713412757
-0.354004402,0.650573081
0.655103152,2.504877515
5.517977144,0.440317168
2.563056623,1.630393367
-2.088136684,2.278844396
2.503931156,-0.823421912
-2.066633814,-0.922130196
0.022152636,-2.65809723
0.647043958,-0.175000364
1.945385949,0.710891971
-0.888304367,-1.486277456
1.202686553,0.144061369
3.957251541,-0.712806721
-4.260793979,-0.863383567
-2.407681997,1.558656361
2.671969068,1.632649153
-0.657288731,2.296608052
-0.085368179,-2.169919876
2.065980497,-0.272244547
4.970915839,1.310183455
-2.911126633,-2.5869221
-2.032565311,3.853479975
-0.173295647,0.466503496
0.001141395,-1.090044699
0.238936033,2.065624994
-0.698691938,0.75427311
2.727212888,0.218510668
-2.033841104,-1.36037659
0.45610562,-3.530784753
2.213142571,-1.927135447
0.838971758,-1.291265274
-1.391116494,0.905055556
0.269569161,1.228996444
-0.709719127,-1.57060131
-1.340933861,1.656352386
3.02574413,1.334834017
-0.441998312,-0.251001766
-1.292451675,-1.902457742
-1.6903992,1.784079993
0.271009047,-0.25944316
-2.013485131,-0.813921938
-0.747712984,-0.42340055
-0.476414674,-0.660342733
-2.461629635,-1.6728271
0.866405597,-1.537013685
-3.149052031,-2.040157753
-2.635236659,-0.002715675
0.224019127,-1.026053949
-0.674825989,-1.656999196
-1.428913044,-0.322254384
-0.988403911,-1.510834134
-0.268681527,-0.553995371
-1.868022763,0.51663461
-0.07184042,-0.062243723
-0.302683237,-1.16016268
-1.045150343,-1.11383812
-0.808788859,0.937126165
-1.628762958,-1.170798806
-1.856613207,-0.698831465
-1.38871274,-0.674011314
0.02850845,-0.075163335
-1.239720321,-0.78470877
-1.451622767,-0.633750694
-1.979267221,-0.677849094
-2.133447286,1.6890035
-0.977879107,-0.123931134
0.040239494,-1.876490013
0.231484088,-2.217446994
-0.439820579,-2.614839707
-1.30903867,0.840080492
-1.367604084,-1.818925757
-0.634366635,-0.007864425
-0.0625613,-0.466182212
-0.025756298,-2.526727116
-3.118923984,1.022859185
-1.046464742,-0.44770405
-1.966780905,0.820142408
-1.471249024,-0.657355514
0.735227438,-0.820438514
-1.777530134,-2.019318258
-2.68379741,-0.962400535
-0.822972897,-0.862876698
-1.124477539,-2.521052262
-1.415554856,-1.018918453
-0.120541736,-0.836753322
-0.433871895,-1.721150679
-0.624083008,-0.589396641
-1.276953828,-2.212631093
-0.649901474,-1.573744692
-1.291307157,-0.894607808
3.951942892,2.22086267
5.730569717,3.146865381
4.371596477,4.600689623
3.485988104,5.436480626
6.613567952,4.269563509
6.039303337,4.14499667
5.989625741,4.648855334
6.186645661,8.595480962
6.748367662,4.576277497
6.716238425,4.243822227
5.058353716,6.7328904
4.22010943,4.155101237
4.808337705,2.834357979
7.144034224,5.614086814
2.925245443,3.380115652
4.022441045,4.350050329
6.807063521,5.517710153
6.465317971,5.39940756
4.141706131,1.222944183
4.641781214,-0.091193854
4.73015313,2.784619761
4.522996541,6.861180403
0.768168376,4.407158109
4.259855126,3.737156474
5.535308292,3.729993007
9.24625283,5.798154028
2.466653985,4.572414717
3.899209735,4.824121253
4.332341441,0.379144641
3.367927409,3.698562852
3.832990752,4.033234891
1.667111769,2.510388945
4.805286947,3.9602504
4.101915277,2.956755898
5.926616878,5.506714092
5.099433384,3.01132382
6.846049468,6.259771187
7.807198154,3.926138031
5.21105679,5.551104793
2.855650295,7.957486741
5.422837908,4.115748421
7.421854319,6.588704854
4.834635336,2.142437441
5.671382288,7.158125544
3.326294053,1.906939311
7.6139873,3.886738434
5.69945536,3.433902874
4.268829876,2.0096126
2.100505144,1.734405305
3.808989639,5.119568133
